iso2,iso3,country,var,var_long,var_axis,var_question,year,obs_value,year_date
CH,CHE,Switzerland,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2022,0.192622717242928,2022-01-01
CH,CHE,Switzerland,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2020,0.034600001,2020-01-01
CH,CHE,Switzerland,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2021,2.25,2021-01-01
CH,CHE,Switzerland,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2022,5.7,2022-01-01
CH,CHE,Switzerland,3.1.1,R&D expenditure in the public sector,SMEs introducing product innovations (percentage of SMEs),What percentage of GDP is spent on research and development activities by the government and the higher education sector,2020,38.5155988547206,2020-01-01
CH,CHE,Switzerland,3.1.2,Venture capital expenditures,SMEs introducing business process innovations (percentage of SMEs),How much private equity is raised for investment in innovative startups,2020,32.4917264715725,2020-01-01
CH,CHE,Switzerland,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2022,861.789691503092,2022-01-01
CH,CHE,Switzerland,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2018,9.7,2018-01-01
CH,CHE,Switzerland,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2020,9.593136649037,2020-01-01
CH,CHE,Switzerland,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2021,11.1987986583474,2021-01-01
CH,CHE,Switzerland,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2021,6.33362433328038,2021-01-01
CH,CHE,Switzerland,4.1.1,Sales of product innovations,Sales of new-to-market and new-to-firm innovations,How successful are new product innovations in generating sales revenue,2020,21.0209916383698,2020-01-01
CH,CHE,Switzerland,4.1.2,Employment in innovative enterprises,Employment in innovative enterprises,What percentage of total employment is provided by companies actively engaged in innovation,2020,59.8161886292521,2020-01-01
CH,CHE,Switzerland,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2022,48.6220698594232,2022-01-01
CH,CHE,Switzerland,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2021,74.3727,2021-01-01
CH,CHE,Switzerland,4.2.3,High tech imports from partners outside of the EU,High-tech imports from outside the EU,How dependent is a country on high tech imports from outside the EU?,2020,28.745754994408,2020-01-01
CH,CHE,Switzerland,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2020,4.5562,2020-01-01
CH,CHE,Switzerland,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2021,19.09,2021-01-01
CH,CHE,Switzerland,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2022,89.97,2022-01-01
IS,ISL,Iceland,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2020,0.6,2020-01-01
IS,ISL,Iceland,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2022,40.2,2022-01-01
IS,ISL,Iceland,1.1.3,Lifelong learning,Percentage of the population aged 25-64 participating in lifelong learning,What percentage of the population aged 25-64 participates in lifelong learning to update their skills and knowledge,2022,27.1,2022-01-01
IS,ISL,Iceland,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2022,4279.09251344858,2022-01-01
IS,ISL,Iceland,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2020,10.7186854575679,2020-01-01
IS,ISL,Iceland,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2021,39.4817073170732,2021-01-01
IS,ISL,Iceland,1.3.1,High-speed internet access,Percentage of households with fixed very high capacity network connection (VHCN),What percentage of households have access to very high-speed fixed internet networks,2021,88.7,2021-01-01
IS,ISL,Iceland,1.3.2,Individuals who have above basic overall digital skills,Individuals who have above basic overall digital skills as a share of population,How many individuals possess digital skills beyond basic proficiency?,2021,44.77,2021-01-01
IS,ISL,Iceland,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2021,0.79,2021-01-01
IS,ISL,Iceland,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2022,0.0778929760135671,2022-01-01
IS,ISL,Iceland,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2020,0.430999997,2020-01-01
IS,ISL,Iceland,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2021,1.99,2021-01-01
IS,ISL,Iceland,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2022,4.2,2022-01-01
IS,ISL,Iceland,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2022,733.558716591185,2022-01-01
IS,ISL,Iceland,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2020,2.37344195020366,2020-01-01
IS,ISL,Iceland,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2021,4.14231216856486,2021-01-01
IS,ISL,Iceland,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2021,0.210313009717631,2021-01-01
IS,ISL,Iceland,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2022,9.62348510288396,2022-01-01
IS,ISL,Iceland,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2021,58.3649,2021-01-01
IS,ISL,Iceland,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2020,2.2937,2020-01-01
IS,ISL,Iceland,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2021,13.88,2021-01-01
IS,ISL,Iceland,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2022,65.13,2022-01-01
MD,MDA,Moldova,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2020,0.134,2020-01-01
MD,MDA,Moldova,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2022,32.4,2022-01-01
MD,MDA,Moldova,1.1.3,Lifelong learning,Percentage of the population aged 25-64 participating in lifelong learning,What percentage of the population aged 25-64 participates in lifelong learning to update their skills and knowledge,2022,1.26,2022-01-01
MD,MDA,Moldova,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2022,134.501350861393,2022-01-01
MD,MDA,Moldova,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2020,3.23297598949192,2020-01-01
MD,MDA,Moldova,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2021,26.1,2021-01-01
MD,MDA,Moldova,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2021,0.183,2021-01-01
MD,MDA,Moldova,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2022,0.0242200234340892,2022-01-01
MD,MDA,Moldova,2.2.2,Job-to-job mobility of Human Resources in Science & Technology,Non-R&D innovation expenditures (percentage of turnover),What percentage of highly skilled workers in science and technology change jobs,2020,0.315580123,2020-01-01
MD,MDA,Moldova,2.2.3,PCT patent applications,Innovation expenditures per person employed in innovation-active enterprises,How many international patent applications are filed under the Patent Cooperation Treaty,2020,241.005961,2020-01-01
MD,MDA,Moldova,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2022,2.709629238,2022-01-01
MD,MDA,Moldova,3.1.1,R&D expenditure in the public sector,SMEs introducing product innovations (percentage of SMEs),What percentage of GDP is spent on research and development activities by the government and the higher education sector,2020,8.430571762,2020-01-01
MD,MDA,Moldova,3.1.2,Venture capital expenditures,SMEs introducing business process innovations (percentage of SMEs),How much private equity is raised for investment in innovative startups,2020,14.38156359,2020-01-01
MD,MDA,Moldova,3.2.1,Direct government funding and government tax support for business R&D,Innovative SMEs collaborating with others (percentage of SMEs),"What financial support does the government provide to businesses for research and development, both through direct funding and tax incentives",2020,5.543,2020-01-01
MD,MDA,Moldova,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2022,16.3740774961696,2022-01-01
MD,MDA,Moldova,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2020,0.263504823623192,2020-01-01
MD,MDA,Moldova,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2021,0.724,2021-01-01
MD,MDA,Moldova,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2021,0.1278,2021-01-01
MD,MDA,Moldova,4.1.1,Sales of product innovations,Sales of new-to-market and new-to-firm innovations,How successful are new product innovations in generating sales revenue,2020,1.600547401,2020-01-01
MD,MDA,Moldova,4.1.2,Employment in innovative enterprises,Employment in innovative enterprises,What percentage of total employment is provided by companies actively engaged in innovation,2020,26.84859999,2020-01-01
MD,MDA,Moldova,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2022,20,2022-01-01
MD,MDA,Moldova,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2021,43.4802,2021-01-01
ME,MNE,Montenegro,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2020,0.0851840584119258,2020-01-01
ME,MNE,Montenegro,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2022,747.956476056489,2022-01-01
ME,MNE,Montenegro,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2020,4.41686957677425,2020-01-01
ME,MNE,Montenegro,1.3.2,Individuals who have above basic overall digital skills,Individuals who have above basic overall digital skills as a share of population,How many individuals possess digital skills beyond basic proficiency?,2021,9.14,2021-01-01
ME,MNE,Montenegro,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2022,6.77920324105334e-4,2022-01-01
ME,MNE,Montenegro,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2022,58.2823228095965,2022-01-01
ME,MNE,Montenegro,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2018,3.8,2018-01-01
ME,MNE,Montenegro,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2020,0.119958734195437,2020-01-01
ME,MNE,Montenegro,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2021,0.637623374045064,2021-01-01
ME,MNE,Montenegro,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2021,0,2021-01-01
ME,MNE,Montenegro,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2022,16.306160010748,2022-01-01
ME,MNE,Montenegro,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2021,24.0738,2021-01-01
ME,MNE,Montenegro,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2021,5.76,2021-01-01
MK,MKD,North Macedonia,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2020,0.1,2020-01-01
MK,MKD,North Macedonia,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2022,389.741736223228,2022-01-01
MK,MKD,North Macedonia,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2020,4.98747541933982,2020-01-01
MK,MKD,North Macedonia,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2021,39.7916666666667,2021-01-01
MK,MKD,North Macedonia,1.3.2,Individuals who have above basic overall digital skills,Individuals who have above basic overall digital skills as a share of population,How many individuals possess digital skills beyond basic proficiency?,2021,8.15,2021-01-01
MK,MKD,North Macedonia,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2022,0.00169757869131418,2022-01-01
MK,MKD,North Macedonia,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2020,0.01,2020-01-01
MK,MKD,North Macedonia,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2021,13.55,2021-01-01
MK,MKD,North Macedonia,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2022,50.0785471124819,2022-01-01
MK,MKD,North Macedonia,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2018,4.1,2018-01-01
MK,MKD,North Macedonia,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2020,0.338009126246409,2020-01-01
MK,MKD,North Macedonia,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2021,0.888664449981522,2021-01-01
MK,MKD,North Macedonia,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2022,61.2827045080633,2022-01-01
MK,MKD,North Macedonia,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2021,41.0927,2021-01-01
MK,MKD,North Macedonia,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2020,1.0764,2020-01-01
MK,MKD,North Macedonia,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2021,5.59,2021-01-01
NO,NOR,Norway,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2020,0.8,2020-01-01
NO,NOR,Norway,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2022,55.6,2022-01-01
NO,NOR,Norway,1.1.3,Lifelong learning,Percentage of the population aged 25-64 participating in lifelong learning,What percentage of the population aged 25-64 participates in lifelong learning to update their skills and knowledge,2022,21.1,2022-01-01
NO,NOR,Norway,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2022,3297.34741312414,2022-01-01
NO,NOR,Norway,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2020,11.5507263723436,2020-01-01
NO,NOR,Norway,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2021,22.23055496036,2021-01-01
NO,NOR,Norway,1.3.1,High-speed internet access,Percentage of households with fixed very high capacity network connection (VHCN),What percentage of households have access to very high-speed fixed internet networks,2021,75.8,2021-01-01
NO,NOR,Norway,1.3.2,Individuals who have above basic overall digital skills,Individuals who have above basic overall digital skills as a share of population,How many individuals possess digital skills beyond basic proficiency?,2021,42.59,2021-01-01
NO,NOR,Norway,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2021,0.87,2021-01-01
NO,NOR,Norway,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2022,0.365414331249009,2022-01-01
NO,NOR,Norway,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2020,0.23519999,2020-01-01
NO,NOR,Norway,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2021,1.02,2021-01-01
NO,NOR,Norway,2.2.2,Job-to-job mobility of Human Resources in Science & Technology,Non-R&D innovation expenditures (percentage of turnover),What percentage of highly skilled workers in science and technology change jobs,2020,0.653951552323342,2020-01-01
NO,NOR,Norway,2.2.3,PCT patent applications,Innovation expenditures per person employed in innovation-active enterprises,How many international patent applications are filed under the Patent Cooperation Treaty,2020,6348.54580645115,2020-01-01
NO,NOR,Norway,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2021,64.02,2021-01-01
NO,NOR,Norway,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2022,5.1,2022-01-01
NO,NOR,Norway,3.1.1,R&D expenditure in the public sector,SMEs introducing product innovations (percentage of SMEs),What percentage of GDP is spent on research and development activities by the government and the higher education sector,2020,44.2902415036608,2020-01-01
NO,NOR,Norway,3.1.2,Venture capital expenditures,SMEs introducing business process innovations (percentage of SMEs),How much private equity is raised for investment in innovative startups,2020,51.4697847229811,2020-01-01
NO,NOR,Norway,3.2.1,Direct government funding and government tax support for business R&D,Innovative SMEs collaborating with others (percentage of SMEs),"What financial support does the government provide to businesses for research and development, both through direct funding and tax incentives",2020,31.8325866025571,2020-01-01
NO,NOR,Norway,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2022,633.701179849113,2022-01-01
NO,NOR,Norway,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2018,9.4,2018-01-01
NO,NOR,Norway,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2020,3.38235287740662,2020-01-01
NO,NOR,Norway,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2021,2.73626499284362,2021-01-01
NO,NOR,Norway,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2021,0.597730092469248,2021-01-01
NO,NOR,Norway,4.1.1,Sales of product innovations,Sales of new-to-market and new-to-firm innovations,How successful are new product innovations in generating sales revenue,2020,6.02835539493863,2020-01-01
NO,NOR,Norway,4.1.2,Employment in innovative enterprises,Employment in innovative enterprises,What percentage of total employment is provided by companies actively engaged in innovation,2020,72.1619724954592,2020-01-01
NO,NOR,Norway,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2022,6.23485999830164,2022-01-01
NO,NOR,Norway,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2021,82.2034,2021-01-01
NO,NOR,Norway,4.2.3,High tech imports from partners outside of the EU,High-tech imports from outside the EU,How dependent is a country on high tech imports from outside the EU?,2020,20.5302721621518,2020-01-01
NO,NOR,Norway,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2020,1.8099,2020-01-01
NO,NOR,Norway,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2021,10.37,2021-01-01
NO,NOR,Norway,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2022,93.98,2022-01-01
RS,SRB,Serbia,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2020,0.4,2020-01-01
RS,SRB,Serbia,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2022,34.2,2022-01-01
RS,SRB,Serbia,1.1.3,Lifelong learning,Percentage of the population aged 25-64 participating in lifelong learning,What percentage of the population aged 25-64 participates in lifelong learning to update their skills and knowledge,2022,5.1,2022-01-01
RS,SRB,Serbia,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2022,698.826927052032,2022-01-01
RS,SRB,Serbia,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2020,5.03867628537455,2020-01-01
RS,SRB,Serbia,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2021,6.24670068625726,2021-01-01
RS,SRB,Serbia,1.3.2,Individuals who have above basic overall digital skills,Individuals who have above basic overall digital skills as a share of population,How many individuals possess digital skills beyond basic proficiency?,2021,12.32,2021-01-01
RS,SRB,Serbia,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2021,0.52,2021-01-01
RS,SRB,Serbia,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2022,0.0318645177978839,2022-01-01
RS,SRB,Serbia,2.1.3,Innovative SMEs collaborating with others,Direct government funding and government tax support for business R&D (percentage of GDP),How many SMEs are engaged in collaborative efforts with other organisations,2020,0.02,2020-01-01
RS,SRB,Serbia,2.2.1,Public-private co-publications,R&D expenditure in the business sector (percentage of GDP),How frequently do public and private sector entities collaborate and publish research together,2021,0.43,2021-01-01
RS,SRB,Serbia,2.3.1,Trademark applications,Cloud computing in enterprises,How many new trademarks are applied for,2021,28.89,2021-01-01
RS,SRB,Serbia,2.3.2,Design applications,ICT specialists as a percentage of total employment,How many new designs for products or services are being registered for protection,2022,3.6,2022-01-01
RS,SRB,Serbia,3.2.2,R&D expenditure in the business sector,Public-private co-publications per million population,How much do businesses invest in research and development activities,2022,79.5927089547682,2022-01-01
RS,SRB,Serbia,3.2.3,Non R&D innovation expenditures,Job-to-job mobility of Human Resources in Science & Technology,How much do businesses invest in activities other than traditional research and development to drive innovation,2018,5.4,2018-01-01
RS,SRB,Serbia,3.3.1,Innovation expenditures per person employed in innovation-active enterprises,PCT patent applications per billion GDP (in PPS),How much is spent on innovation per employee in companies actively engaged in innovation,2020,0.496738801779621,2020-01-01
RS,SRB,Serbia,3.3.2,Cloud computing in enterprises,Trademark applications per billion GDP (in PPS),What percentage of enterprises use intermediate or advanced cloud computing services for their operations,2021,1.04927591201316,2021-01-01
RS,SRB,Serbia,3.3.3,Employed ICT specialists,Design applications per billion GDP (in PPS),How many specialists in information and communication technologies (ICT) are employed within the economy,2021,0.0308984965783351,2021-01-01
RS,SRB,Serbia,4.2.1,Medium and high-tech product exports,Exports of medium and high technology products as a share of total product exports,What is the value of exports of medium and high-tech products,2022,36.7734570117212,2022-01-01
RS,SRB,Serbia,4.2.2,Knowledge-intensive services exports,Knowledge-intensive services exports as a percentage of total services exports,What is the value of exports of services requiring advanced knowledge and skills,2021,58.8602,2021-01-01
RS,SRB,Serbia,4.3.1,Resource productivity,Resource productivity,How efficiently are resources being used in production processes,2020,0.6728,2020-01-01
RS,SRB,Serbia,4.3.2,Production-based CO2 produtivity,Production-based CO2 productivity,How efficiently is the economy generating value while limiting CO2 emissions,2021,3.38,2021-01-01
RS,SRB,Serbia,4.3.3,Labour productivity,Labour productivity,How efficiently is economic value being generated for each hour of work,2022,8.46,2022-01-01
TR,TUR,Türkiye,1.1.1,New doctorate graduates (in STEM),"New doctorate graduates in science, technology, engineering, and mathematics (STEM) per 1,000 population aged 25-34","How many individuals with doctoral degrees in science, technology, engineering, or mathematics fields graduate each year",2020,0.2,2020-01-01
TR,TUR,Türkiye,1.1.2,Population aged 25-34 with tertiary education,Percentage population aged 25-34 having completed tertiary education,What percentage of the population aged 25-34 has completed tertiary education,2022,40.2,2022-01-01
TR,TUR,Türkiye,1.1.3,Lifelong learning,Percentage of the population aged 25-64 participating in lifelong learning,What percentage of the population aged 25-64 participates in lifelong learning to update their skills and knowledge,2022,6.7,2022-01-01
TR,TUR,Türkiye,1.2.1,International scientific co-publications,International scientific co-publications per million population,How frequently do researchers from different countries collaborate and publish together,2022,226.758834374566,2022-01-01
TR,TUR,Türkiye,1.2.2,Top 10% most cited publications,Scientific publications among the top-10% most cited publications worldwide as percentage of total scientific publications of the country,What percentage of publications are among the most cited in their respective fields,2020,7.18454709392642,2020-01-01
TR,TUR,Türkiye,1.2.3,Foreign doctorate students,Foreign doctorate students as a percentage of all doctorate students,How many students from other countries are pursuing doctoral degrees within the country's universities,2021,6.70412910131324,2021-01-01
TR,TUR,Türkiye,1.3.2,Individuals who have above basic overall digital skills,Individuals who have above basic overall digital skills as a share of population,How many individuals possess digital skills beyond basic proficiency?,2021,9.87,2021-01-01
TR,TUR,Türkiye,2.1.1,SMEs with product innovations,R&D expenditure in the public sector (percentage of GDP),How many small and medium-sized enterprises have introduced new products to the market,2021,0.54,2021-01-01
TR,TUR,Türkiye,2.1.2,SMEs with business process innovations,Venture capital expenditures (percentage of GDP),How many SMEs have implemented innovative changes to their business processes,2022,0.00207305323559961,2022-01-01
